,ga:pagePath,ga:source,ga:date,ga:pageviews,ga:sessions,ga:users,ga:newUsers,ga:sessionsPerUser,ga:bounces,ga:bounceRate,ga:pageLoadTime
283,/articulos/estilos-regionales-de-asado-estados-unidos,google,20201117,6,4,5,4,0.8,3,75.0,0
284,/articulos/estilos-regionales-de-asado-estados-unidos,google,20201118,8,5,5,5,1.0,2,40.0,0
285,/articulos/estilos-regionales-de-asado-estados-unidos,google,20201119,3,3,3,3,1.0,3,100.0,0
286,/articulos/estilos-regionales-de-asado-estados-unidos,google,20201120,1,1,1,1,1.0,1,100.0,0
287,/articulos/grasa-carne-mitos,google,20201114,3,3,3,3,1.0,2,66.66666666666666,0
288,/articulos/grasa-carne-mitos,google,20201116,1,1,1,1,1.0,1,100.0,0
289,/articulos/grasa-carne-mitos,google,20201117,2,2,2,2,1.0,2,100.0,0
290,/articulos/grasa-carne-mitos,google,20201118,1,1,1,1,1.0,1,100.0,0
291,/articulos/grasa-carne-mitos,google,20201119,2,1,2,1,0.5,1,100.0,0
292,/articulos/guia-americana-del-bbq,(direct),20201118,1,1,1,1,1.0,1,100.0,0
293,/articulos/guia-americana-del-bbq,bing,20201112,4,0,1,0,0.0,0,0.0,0
294,/articulos/guia-americana-del-bbq,google,20201112,3,3,3,2,1.0,3,100.0,0
295,/articulos/guia-americana-del-bbq,google,20201113,4,4,4,4,1.0,3,75.0,0
296,/articulos/guia-americana-del-bbq,google,20201114,2,2,2,2,1.0,2,100.0,0
297,/articulos/guia-americana-del-bbq,google,20201115,7,7,7,7,1.0,6,85.71428571428571,0
298,/articulos/guia-americana-del-bbq,google,20201116,2,2,2,2,1.0,2,100.0,0
299,/articulos/guia-americana-del-bbq,google,20201117,3,2,2,2,1.0,0,0.0,0
300,/articulos/guia-americana-del-bbq,google,20201118,4,3,3,2,1.0,2,66.66666666666666,0
301,/articulos/guia-americana-del-bbq,google,20201119,2,2,1,1,2.0,2,100.0,0
302,/articulos/guia-americana-del-bbq,google,20201120,2,2,2,1,1.0,2,100.0,0
303,/articulos/huesos-hacen-mejor-la-carne,(direct),20201113,1,1,1,1,1.0,1,100.0,0
304,/articulos/huesos-hacen-mejor-la-carne,google,20201112,7,6,4,4,1.5,5,83.33333333333334,0
305,/articulos/huesos-hacen-mejor-la-carne,google,20201113,2,2,2,2,1.0,2,100.0,0
306,/articulos/huesos-hacen-mejor-la-carne,google,20201114,2,2,2,1,1.0,2,100.0,0
307,/articulos/huesos-hacen-mejor-la-carne,google,20201115,2,2,2,2,1.0,2,100.0,0
308,/articulos/huesos-hacen-mejor-la-carne,google,20201116,1,1,1,1,1.0,1,100.0,0
309,/articulos/huesos-hacen-mejor-la-carne,google,20201117,2,1,2,1,0.5,1,100.0,0
310,/articulos/huesos-hacen-mejor-la-carne,google,20201118,3,2,2,2,1.0,1,50.0,0
311,/articulos/huesos-hacen-mejor-la-carne,google,20201119,7,7,7,7,1.0,7,100.0,0
312,/articulos/huesos-hacen-mejor-la-carne,search-7.com,20201115,1,1,1,1,1.0,1,100.0,0
313,/articulos/introduccion,google,20201112,3,2,2,0,1.0,2,100.0,0
314,/articulos/introduccion,google,20201114,1,1,1,1,1.0,1,100.0,0
315,/articulos/introduccion,google,20201115,2,1,2,1,0.5,1,100.0,0
316,/articulos/introduccion,google,20201116,1,0,1,0,0.0,0,0.0,0
317,/articulos/introduccion,google,20201117,3,1,3,1,0.3333333333333333,1,100.0,0
318,/articulos/introduccion,google,20201118,1,1,1,1,1.0,1,100.0,0
319,/articulos/introduccion,google,20201119,4,2,3,0,0.6666666666666666,2,100.0,0
320,/articulos/introduccion,google,20201120,1,0,1,0,0.0,0,0.0,0
321,/articulos/la-ciencia-de-la-sal,google,20201114,1,1,1,1,1.0,1,100.0,0
322,/articulos/la-ciencia-de-la-sal,google,20201119,1,1,1,1,1.0,1,100.0,0
323,/articulos/la-ciencia-de-la-sal,google,20201120,1,1,1,1,1.0,1,100.0,0
324,/articulos/la-ciencia-de-los-sazonadores,google,20201112,3,3,3,3,1.0,3,100.0,0
325,/articulos/la-ciencia-de-los-sazonadores,google,20201113,11,9,9,9,1.0,7,77.77777777777779,0
326,/articulos/la-ciencia-de-los-sazonadores,google,20201114,2,2,2,2,1.0,1,50.0,0
327,/articulos/la-ciencia-de-los-sazonadores,google,20201115,10,10,9,8,1.1111111111111112,9,90.0,0
328,/articulos/la-ciencia-de-los-sazonadores,google,20201116,8,6,6,4,1.0,5,83.33333333333334,0
329,/articulos/la-ciencia-de-los-sazonadores,google,20201117,4,3,4,3,0.75,3,100.0,0
330,/articulos/la-ciencia-de-los-sazonadores,google,20201118,1,1,1,1,1.0,1,100.0,0
331,/articulos/la-ciencia-de-los-sazonadores,google,20201119,3,2,2,2,1.0,1,50.0,0
332,/articulos/la-ciencia-de-los-sazonadores,google,20201120,3,3,3,2,1.0,3,100.0,0
333,/articulos/limpieza-y-mantenimiento-de-tu-ahumador,(direct),20201118,3,3,3,3,1.0,3,100.0,0
334,/articulos/limpieza-y-mantenimiento-de-tu-ahumador,google,20201114,1,1,1,1,1.0,1,100.0,0
335,/articulos/limpieza-y-mantenimiento-de-tu-ahumador,google,20201115,3,3,3,3,1.0,3,100.0,0
336,/articulos/limpieza-y-mantenimiento-de-tu-ahumador,google,20201116,4,4,4,4,1.0,3,75.0,0
337,/articulos/limpieza-y-mantenimiento-de-tu-ahumador,google,20201117,2,2,1,1,2.0,2,100.0,0
338,/articulos/limpieza-y-mantenimiento-de-tu-ahumador,google,20201118,4,4,4,3,1.0,4,100.0,0
339,/articulos/limpieza-y-mantenimiento-de-tu-ahumador,google,20201119,1,1,1,0,1.0,1,100.0,0
340,/articulos/mitos-y-secretos-de-las-marinadas,(direct),20201119,1,1,1,1,1.0,1,100.0,0
341,/articulos/mitos-y-secretos-de-las-marinadas,google,20201112,4,4,3,3,1.3333333333333333,4,100.0,0
342,/articulos/mitos-y-secretos-de-las-marinadas,google,20201113,4,4,4,3,1.0,4,100.0,3978
343,/articulos/mitos-y-secretos-de-las-marinadas,google,20201114,2,2,2,2,1.0,2,100.0,0
344,/articulos/mitos-y-secretos-de-las-marinadas,google,20201115,2,1,2,0,0.5,1,100.0,0
345,/articulos/mitos-y-secretos-de-las-marinadas,google,20201116,4,3,3,2,1.0,2,66.66666666666666,0
346,/articulos/mitos-y-secretos-de-las-marinadas,google,20201117,2,2,2,2,1.0,2,100.0,0
347,/articulos/mitos-y-secretos-de-las-marinadas,google,20201118,2,2,2,2,1.0,2,100.0,0
348,/articulos/mitos-y-verdades,(direct),20201115,1,0,1,0,0.0,0,0.0,0
349,/articulos/mitos-y-verdades,google,20201112,4,3,2,1,1.5,2,66.66666666666666,0
350,/articulos/mitos-y-verdades,google,20201114,5,5,3,2,1.6666666666666667,5,100.0,0
351,/articulos/mitos-y-verdades,google,20201115,1,1,1,1,1.0,1,100.0,0
352,/articulos/mitos-y-verdades,google,20201116,3,2,3,2,0.6666666666666666,2,100.0,0
353,/articulos/mitos-y-verdades,google,20201117,3,1,3,1,0.3333333333333333,1,100.0,0
354,/articulos/mitos-y-verdades,google,20201118,3,3,3,2,1.0,3,100.0,0
355,/articulos/mitos-y-verdades,google,20201119,4,4,4,1,1.0,4,100.0,0
356,/articulos/mitos-y-verdades,google,20201120,7,7,5,2,1.4,6,85.71428571428571,0
357,/articulos/papel-rosado-carniceria,google,20201112,5,4,4,4,1.0,3,75.0,0
358,/articulos/papel-rosado-carniceria,google,20201113,5,4,4,4,1.0,3,75.0,0
359,/articulos/papel-rosado-carniceria,google,20201114,5,5,5,5,1.0,4,80.0,0
360,/articulos/papel-rosado-carniceria,google,20201115,3,2,2,1,1.0,1,50.0,0
361,/articulos/papel-rosado-carniceria,google,20201116,8,8,8,7,1.0,8,100.0,0
362,/articulos/papel-rosado-carniceria,google,20201117,13,9,9,8,1.0,6,66.66666666666666,0
363,/articulos/papel-rosado-carniceria,google,20201118,10,8,8,7,1.0,6,75.0,0
364,/articulos/papel-rosado-carniceria,google,20201119,10,9,9,7,1.0,8,88.88888888888889,0
365,/articulos/papel-rosado-carniceria,google,20201120,7,7,7,6,1.0,7,100.0,0
366,/articulos/pollo-borracho-en-lata,google,20201113,1,1,1,1,1.0,1,100.0,0
367,/articulos/pollo-borracho-en-lata,google,20201115,1,1,1,1,1.0,1,100.0,0
368,/articulos/pollo-borracho-en-lata,google,20201118,2,1,2,1,0.5,1,100.0,0
369,/articulos/pollo-borracho-en-lata,google,20201120,1,0,1,0,0.0,0,0.0,0
370,/articulos/problemas-de-temperatura,google,20201114,1,1,1,1,1.0,1,100.0,0
371,/articulos/que-tamano-de-ahumador-necesitas,(direct),20201113,2,0,1,0,0.0,0,0.0,0
372,/articulos/que-tamano-de-ahumador-necesitas,(direct),20201115,1,0,1,0,0.0,0,0.0,0
373,/articulos/que-tamano-de-ahumador-necesitas,(direct),20201116,1,0,1,0,0.0,0,0.0,0
374,/articulos/que-tamano-de-ahumador-necesitas,(direct),20201120,2,0,1,0,0.0,0,0.0,0
375,/articulos/que-tamano-de-ahumador-necesitas,google,20201112,2,0,2,0,0.0,0,0.0,0
376,/articulos/que-tamano-de-ahumador-necesitas,google,20201113,5,2,5,1,0.4,1,50.0,0
377,/articulos/que-tamano-de-ahumador-necesitas,google,20201115,4,0,2,0,0.0,0,0.0,0
378,/articulos/que-tamano-de-ahumador-necesitas,google,20201116,1,0,1,0,0.0,0,0.0,0
379,/articulos/que-tamano-de-ahumador-necesitas,google,20201117,6,1,6,1,0.16666666666666666,1,100.0,0
380,/articulos/que-tamano-de-ahumador-necesitas,google,20201118,9,1,7,1,0.14285714285714285,1,100.0,0
381,/articulos/que-tamano-de-ahumador-necesitas,google,20201119,3,2,3,2,0.6666666666666666,2,100.0,0
382,/articulos/que-tamano-de-ahumador-necesitas,google,20201120,7,1,5,0,0.2,0,0.0,0
383,/articulos/que-tamano-de-ahumador-necesitas,homify.com.mx,20201114,2,0,1,0,0.0,0,0.0,0
384,/articulos/que-tamano-de-ahumador-necesitas,l.wl.co,20201117,1,0,1,0,0.0,0,0.0,0
385,/articulos/que-tamano-de-ahumador-necesitas,m.facebook.com,20201115,1,0,1,0,0.0,0,0.0,0
386,/articulos/que-tamano-de-ahumador-necesitas,pinterest.com,20201112,1,0,1,0,0.0,0,0.0,0
387,/articulos/que-tamano-de-ahumador-necesitas,pinterest.com,20201120,1,0,1,0,0.0,0,0.0,0
388,/articulos/salmuera-en-humedo,bing,20201116,1,1,1,1,1.0,1,100.0,0
389,/articulos/salmuera-en-humedo,google,20201112,3,3,3,2,1.0,3,100.0,0
390,/articulos/salmuera-en-humedo,google,20201113,6,6,6,4,1.0,6,100.0,0
391,/articulos/salmuera-en-humedo,google,20201114,5,5,4,4,1.25,5,100.0,0
392,/articulos/salmuera-en-humedo,google,20201115,7,4,6,3,0.6666666666666666,4,100.0,0
393,/articulos/salmuera-en-humedo,google,20201116,5,5,4,3,1.25,5,100.0,0
394,/articulos/salmuera-en-humedo,google,20201117,4,3,4,3,0.75,3,100.0,0
395,/articulos/salmuera-en-humedo,google,20201118,2,2,2,2,1.0,2,100.0,0
396,/articulos/salmuera-en-humedo,google,20201119,3,3,3,1,1.0,3,100.0,0
397,/articulos/salmuera-en-humedo,google,20201120,7,7,5,5,1.4,7,100.0,0
398,/articulos/salmuera-en-seco,(direct),20201113,1,1,1,1,1.0,1,100.0,0
399,/articulos/salmuera-en-seco,google,20201113,4,4,4,4,1.0,4,100.0,0
400,/articulos/salmuera-en-seco,google,20201114,1,1,1,1,1.0,1,100.0,0
401,/articulos/salmuera-en-seco,google,20201116,1,0,1,0,0.0,0,0.0,0
402,/articulos/salmuera-en-seco,google,20201117,1,1,1,1,1.0,1,100.0,0
403,/articulos/salmuera-en-seco,google,20201118,1,1,1,1,1.0,1,100.0,0
404,/articulos/salmuera-en-seco,google,20201119,1,1,1,1,1.0,1,100.0,0
405,/articulos/salmuera-en-seco,google,20201120,2,2,2,2,1.0,2,100.0,0
406,/articulos/salmuera-en-seco,youtube.com,20201115,1,1,1,1,1.0,1,100.0,0
407,/articulos/salmuera-en-seco,youtube.com,20201120,1,1,1,1,1.0,1,100.0,0
408,/articulos/secretos-bife-chorizo,google,20201112,5,4,4,4,1.0,3,75.0,0
409,/articulos/secretos-bife-chorizo,google,20201114,4,4,4,4,1.0,4,100.0,0
410,/articulos/secretos-bife-chorizo,google,20201115,5,5,5,5,1.0,5,100.0,0
411,/articulos/secretos-bife-chorizo,google,20201116,4,4,4,4,1.0,4,100.0,0
412,/articulos/secretos-bife-chorizo,google,20201117,2,2,2,1,1.0,2,100.0,0
413,/articulos/secretos-bife-chorizo,google,20201118,1,1,1,1,1.0,1,100.0,0
414,/articulos/secretos-bife-chorizo,google,20201119,1,1,1,1,1.0,1,100.0,0
415,/articulos/secretos-bife-chorizo,google,20201120,4,4,4,3,1.0,3,75.0,0
416,/articulos/seleccion-de-la-carne,(direct),20201118,1,0,1,0,0.0,0,0.0,0
417,/articulos/seleccion-de-la-carne,google,20201112,1,0,1,0,0.0,0,0.0,0
418,/articulos/seleccion-de-la-carne,google,20201114,1,1,1,1,1.0,1,100.0,0
419,/articulos/seleccion-de-la-carne,google,20201115,3,3,2,2,1.5,3,100.0,0
420,/articulos/seleccion-de-la-carne,google,20201116,1,0,1,0,0.0,0,0.0,0
421,/articulos/seleccion-de-la-carne,google,20201119,1,0,1,0,0.0,0,0.0,0
422,/articulos/seleccion-de-la-carne,google,20201120,1,1,1,1,1.0,1,100.0,0
423,/articulos/sous-vide-y-envasado-al-vacio,(direct),20201113,1,1,1,1,1.0,1,100.0,0
424,/articulos/sous-vide-y-envasado-al-vacio,(direct),20201115,1,0,1,0,0.0,0,0.0,0
425,/articulos/sous-vide-y-envasado-al-vacio,(direct),20201120,1,0,1,0,0.0,0,0.0,0
426,/articulos/sous-vide-y-envasado-al-vacio,google,20201112,3,2,2,1,1.0,1,50.0,0
427,/articulos/sous-vide-y-envasado-al-vacio,google,20201113,5,5,5,5,1.0,5,100.0,0
428,/articulos/sous-vide-y-envasado-al-vacio,google,20201114,1,1,1,1,1.0,1,100.0,0
429,/articulos/sous-vide-y-envasado-al-vacio,google,20201115,3,2,3,1,0.6666666666666666,2,100.0,0
430,/articulos/sous-vide-y-envasado-al-vacio,google,20201116,4,2,2,2,1.0,1,50.0,0
431,/articulos/sous-vide-y-envasado-al-vacio,google,20201117,9,1,4,0,0.25,0,0.0,0
432,/articulos/sous-vide-y-envasado-al-vacio,google,20201118,4,2,3,0,0.6666666666666666,1,50.0,0
433,/articulos/sous-vide-y-envasado-al-vacio,google,20201119,4,2,3,1,0.6666666666666666,1,50.0,0
434,/articulos/sous-vide-y-envasado-al-vacio,google,20201120,3,2,3,2,0.6666666666666666,1,50.0,1996
435,/articulos/temperaturas-de-coccion,(direct),20201115,2,1,2,1,0.5,1,100.0,0
436,/articulos/temperaturas-de-coccion,(direct),20201120,1,1,1,1,1.0,1,100.0,0
437,/articulos/temperaturas-de-coccion,google,20201112,12,9,10,6,0.9,6,66.66666666666666,0
438,/articulos/temperaturas-de-coccion,google,20201113,11,10,10,8,1.0,9,90.0,0
439,/articulos/temperaturas-de-coccion,google,20201114,20,18,15,14,1.2,16,88.88888888888889,8089
440,/articulos/temperaturas-de-coccion,google,20201115,8,7,8,6,0.875,5,71.42857142857143,0
441,/articulos/temperaturas-de-coccion,google,20201116,10,9,9,6,1.0,8,88.88888888888889,0
442,/articulos/temperaturas-de-coccion,google,20201117,4,4,4,4,1.0,4,100.0,0
443,/articulos/temperaturas-de-coccion,google,20201118,7,7,7,6,1.0,6,85.71428571428571,0
444,/articulos/temperaturas-de-coccion,google,20201119,18,13,11,7,1.1818181818181819,9,69.23076923076923,0
445,/articulos/temperaturas-de-coccion,google,20201120,9,7,8,5,0.875,6,85.71428571428571,0
446,/articulos/temperaturas-para-cocinar,google,20201112,1,0,1,0,0.0,0,0.0,0
447,/articulos/temperaturas-para-cocinar,google,20201113,2,2,2,2,1.0,2,100.0,0
448,/articulos/temperaturas-para-cocinar,google,20201114,8,6,6,6,1.0,4,66.66666666666666,0
449,/articulos/temperaturas-para-cocinar,google,20201115,8,7,7,5,1.0,7,100.0,0
450,/articulos/temperaturas-para-cocinar,google,20201116,4,4,4,4,1.0,4,100.0,0
451,/articulos/temperaturas-para-cocinar,google,20201117,2,2,2,2,1.0,2,100.0,0
452,/articulos/temperaturas-para-cocinar,google,20201119,3,3,1,1,3.0,2,66.66666666666666,0
453,/articulos/tipos-de-madera-para-ahumadores,(direct),20201115,2,1,1,1,1.0,0,0.0,0
454,/articulos/tipos-de-madera-para-ahumadores,bing,20201117,1,1,1,1,1.0,1,100.0,0
455,/articulos/tipos-de-madera-para-ahumadores,google,20201112,13,10,11,8,0.9090909090909091,8,80.0,0
456,/articulos/tipos-de-madera-para-ahumadores,google,20201113,10,10,10,10,1.0,10,100.0,0
457,/articulos/tipos-de-madera-para-ahumadores,google,20201114,11,11,9,6,1.2222222222222223,11,100.0,0
458,/articulos/tipos-de-madera-para-ahumadores,google,20201115,8,8,8,6,1.0,8,100.0,0
459,/articulos/tipos-de-madera-para-ahumadores,google,20201116,9,6,8,6,0.75,5,83.33333333333334,0
460,/articulos/tipos-de-madera-para-ahumadores,google,20201117,11,8,8,5,1.0,5,62.5,0
461,/articulos/tipos-de-madera-para-ahumadores,google,20201118,13,10,10,8,1.0,8,80.0,0
462,/articulos/tipos-de-madera-para-ahumadores,google,20201119,7,5,7,4,0.7142857142857143,5,100.0,0
463,/articulos/tipos-de-madera-para-ahumadores,google,20201120,24,20,19,16,1.0526315789473684,18,90.0,0
464,/articulos/tipos-de-madera-para-ahumadores,yahoo,20201119,1,1,1,1,1.0,1,100.0,0
465,/articulos/tipos-de-madera-para-ahumadores,youtube.com,20201112,1,1,1,0,1.0,1,100.0,0
466,/articulos/tipos-de-madera-para-ahumadores,youtube.com,20201113,1,1,1,0,1.0,1,100.0,0
467,/articulos/tipos-de-madera-para-ahumadores,youtube.com,20201114,1,1,1,0,1.0,1,100.0,0
468,/articulos/tipos-de-madera-para-ahumadores,youtube.com,20201116,1,1,1,0,1.0,1,100.0,0
469,/articulos/tipos-de-madera-para-ahumadores,youtube.com,20201117,1,1,1,0,1.0,1,100.0,0
470,/articulos/tipos-de-madera-para-ahumadores,youtube.com,20201118,1,1,1,0,1.0,1,100.0,0
471,/articulos/tips-de-pitmasters,(direct),20201115,2,0,2,0,0.0,0,0.0,0
472,/articulos/tips-de-pitmasters,google,20201113,3,1,1,1,1.0,0,0.0,0
473,/articulos/tips-de-pitmasters,google,20201114,4,3,3,3,1.0,2,66.66666666666666,2259
474,/articulos/tips-de-pitmasters,google,20201115,1,1,1,1,1.0,1,100.0,0
475,/articulos/tips-de-pitmasters,google,20201116,1,1,1,0,1.0,1,100.0,0
476,/articulos/tips-de-pitmasters,google,20201117,1,1,1,1,1.0,1,100.0,0
477,/articulos/tips-de-pitmasters,google,20201118,1,1,1,1,1.0,1,100.0,0
478,/articulos/tips-de-pitmasters,google,20201120,3,1,2,1,0.5,0,0.0,0
479,/articulos/tips-de-pitmasters?fbclid=IwAR1M4KaQjkex23MAaVtytKZkC0HNTegQmN2ip_j8Yh4Ek_ML2Z4iDbUpu2I,l.facebook.com,20201112,1,1,1,0,1.0,0,0.0,0
480,/articulos/tips-de-pitmasters?fbclid=IwAR3K8BK_vaHex5BhXKV2RJyr00PMMqXjPORCopHL0f66wH81APw4yUIsJgs,l.facebook.com,20201117,1,0,1,0,0.0,0,0.0,0
481,/articulos/uso-del-termometro-digital,google,20201115,2,1,1,1,1.0,0,0.0,0
482,/articulos/uso-del-termometro-digital,google,20201116,2,1,2,0,0.5,1,100.0,0
483,/articulos/uso-del-termometro-digital,google,20201117,1,0,1,0,0.0,0,0.0,0
484,/articulos/ya-estan-listas-mis-costillas,(direct),20201113,1,1,1,1,1.0,1,100.0,0
485,/articulos/ya-estan-listas-mis-costillas,(direct),20201114,4,2,2,2,1.0,1,50.0,0
486,/articulos/ya-estan-listas-mis-costillas,google,20201112,26,25,24,19,1.0416666666666667,24,96.0,0
487,/articulos/ya-estan-listas-mis-costillas,google,20201113,40,39,36,31,1.0833333333333333,38,97.43589743589743,0
488,/articulos/ya-estan-listas-mis-costillas,google,20201114,67,64,58,50,1.103448275862069,61,95.3125,2544
489,/articulos/ya-estan-listas-mis-costillas,google,20201115,81,79,61,49,1.2950819672131149,77,97.46835443037975,0
490,/articulos/ya-estan-listas-mis-costillas,google,20201116,51,47,41,28,1.146341463414634,43,91.48936170212765,0
491,/articulos/ya-estan-listas-mis-costillas,google,20201117,21,20,18,13,1.1111111111111112,19,95.0,0
492,/articulos/ya-estan-listas-mis-costillas,google,20201118,30,27,26,24,1.0384615384615385,23,85.18518518518519,0
493,/articulos/ya-estan-listas-mis-costillas,google,20201119,20,19,18,18,1.0555555555555556,18,94.73684210526315,0
494,/articulos/ya-estan-listas-mis-costillas,google,20201120,23,22,19,14,1.1578947368421053,20,90.9090909090909,0
495,/articulos/ya-estan-listas-mis-costillas?fbclid=IwAR0uZdikxap9mpgUddf7ySUa3EPu3_bOXdDzpffHjcEMgOc5uC6RZPKd_8M,m.facebook.com,20201114,1,1,1,1,1.0,1,100.0,0
496,/bbq-school,(direct),20201112,2,1,2,1,0.5,1,100.0,0
497,/bbq-school,(direct),20201113,1,0,1,0,0.0,0,0.0,0
498,/bbq-school,(direct),20201115,4,1,2,0,0.5,0,0.0,0
499,/bbq-school,(direct),20201116,1,0,1,0,0.0,0,0.0,0
500,/bbq-school,(direct),20201117,1,0,1,0,0.0,0,0.0,0
501,/bbq-school,(direct),20201118,2,0,1,0,0.0,0,0.0,0
502,/bbq-school,(direct),20201119,3,0,3,0,0.0,0,0.0,0
503,/bbq-school,(direct),20201120,1,0,1,0,0.0,0,0.0,0
504,/bbq-school,google,20201112,9,4,6,2,0.6666666666666666,1,25.0,0
505,/bbq-school,google,20201113,13,3,10,0,0.3,2,66.66666666666666,0
506,/bbq-school,google,20201114,2,0,2,0,0.0,0,0.0,0
507,/bbq-school,google,20201115,3,2,3,1,0.6666666666666666,1,50.0,0
508,/bbq-school,google,20201116,19,5,13,5,0.38461538461538464,2,40.0,0
509,/bbq-school,google,20201117,7,3,5,2,0.6,1,33.33333333333333,0
510,/bbq-school,google,20201118,21,5,14,3,0.35714285714285715,4,80.0,0
511,/bbq-school,google,20201119,6,1,4,1,0.25,1,100.0,0
512,/bbq-school,google,20201120,3,0,3,0,0.0,0,0.0,0
513,/bbq-school,homify.com.mx,20201114,1,0,1,0,0.0,0,0.0,0
514,/bbq-school,l.instagram.com,20201115,2,0,2,0,0.0,0,0.0,0
515,/bbq-school,yahoo,20201112,5,1,1,1,1.0,0,0.0,0
516,/buscar,(direct),20201117,8,0,2,0,0.0,0,0.0,0
517,/buscar,(direct),20201118,1,0,1,0,0.0,0,0.0,0
518,/buscar,(direct),20201119,2,0,2,0,0.0,0,0.0,0
519,/buscar,(direct),20201120,2,0,2,0,0.0,0,0.0,0
520,/buscar,google,20201112,2,0,2,0,0.0,0,0.0,0
521,/buscar,google,20201113,10,4,4,0,1.0,3,75.0,0
522,/buscar,google,20201114,3,0,2,0,0.0,0,0.0,0
523,/buscar,google,20201115,4,0,1,0,0.0,0,0.0,0
524,/buscar,google,20201116,11,0,5,0,0.0,0,0.0,0
525,/buscar,google,20201117,4,0,3,0,0.0,0,0.0,0
526,/buscar,google,20201118,11,0,4,0,0.0,0,0.0,0
527,/buscar,google,20201119,4,0,2,0,0.0,0,0.0,0
528,/buscar,google,20201120,3,0,1,0,0.0,0,0.0,0
529,/buscar,l.instagram.com,20201114,2,0,1,0,0.0,0,0.0,0
530,/buscar,l.instagram.com,20201115,5,0,1,0,0.0,0,0.0,0
531,/buscar,m.facebook.com,20201115,3,0,2,0,0.0,0,0.0,0
532,/buscar,pinterest.com,20201119,1,0,1,0,0.0,0,0.0,0
533,/buscar,yahoo,20201112,1,0,1,0,0.0,0,0.0,0
534,/buscar,youtube.com,20201114,4,0,1,0,0.0,0,0.0,0
535,/channel/UCfDYO0mB6K6QhsrcFHVuUrQ,(direct),20201117,1,1,1,0,1.0,0,0.0,0
536,/channel/UCfDYO0mB6K6QhsrcFHVuUrQ,(direct),20201118,3,2,1,0,2.0,0,0.0,0
537,/channel/UCfDYO0mB6K6QhsrcFHVuUrQ,google,20201120,1,1,1,0,1.0,0,0.0,0
538,/channel/UCfDYO0mB6K6QhsrcFHVuUrQ?view_as=subscriber,(direct),20201119,1,1,1,1,1.0,1,100.0,0
539,/channel/UCfDYO0mB6K6QhsrcFHVuUrQ/about,(direct),20201118,1,0,1,0,0.0,0,0.0,0
540,/channel/UCfDYO0mB6K6QhsrcFHVuUrQ/videos,(direct),20201117,1,0,1,0,0.0,0,0.0,0
541,/channel/UCfDYO0mB6K6QhsrcFHVuUrQ/videos,(direct),20201118,3,0,1,0,0.0,0,0.0,0
542,/channel/UCfDYO0mB6K6QhsrcFHVuUrQ/videos,google,20201120,1,0,1,0,0.0,0,0.0,0
543,/contacto,(direct),20201113,2,0,1,0,0.0,0,0.0,0
544,/contacto,(direct),20201115,3,0,2,0,0.0,0,0.0,0
545,/contacto,(direct),20201116,2,1,1,0,1.0,1,100.0,0
546,/contacto,(direct),20201117,4,0,2,0,0.0,0,0.0,0
547,/contacto,(direct),20201118,4,1,2,0,0.5,1,100.0,0
548,/contacto,(direct),20201119,2,0,2,0,0.0,0,0.0,0
549,/contacto,bing,20201118,1,0,1,0,0.0,0,0.0,0
550,/contacto,google,20201112,9,1,8,1,0.125,1,100.0,0
551,/contacto,google,20201113,3,0,3,0,0.0,0,0.0,0
552,/contacto,google,20201114,6,0,5,0,0.0,0,0.0,0
553,/contacto,google,20201115,7,0,6,0,0.0,0,0.0,0
554,/contacto,google,20201116,13,0,9,0,0.0,0,0.0,0
555,/contacto,google,20201117,14,1,9,0,0.1111111111111111,1,100.0,0
556,/contacto,google,20201118,11,0,7,0,0.0,0,0.0,0
557,/contacto,google,20201119,10,0,8,0,0.0,0,0.0,0
558,/contacto,google,20201120,8,2,8,1,0.25,1,50.0,0
559,/contacto,l.facebook.com,20201117,1,0,1,0,0.0,0,0.0,0
560,/contacto,l.instagram.com,20201116,1,0,1,0,0.0,0,0.0,0
561,/contacto,l.wl.co,20201113,1,0,1,0,0.0,0,0.0,0
562,/contacto,l.wl.co,20201116,1,0,1,0,0.0,0,0.0,0
563,/contacto,l.wl.co,20201117,1,1,1,0,1.0,0,0.0,0
564,/contacto,m.facebook.com,20201115,1,0,1,0,0.0,0,0.0,0
565,/contacto,yahoo,20201112,1,0,1,0,0.0,0,0.0,0
566,/el-mundo-del-ahumado,(direct),20201115,4,1,2,0,0.5,1,100.0,0
567,/el-mundo-del-ahumado,(direct),20201117,1,0,1,0,0.0,0,0.0,0
568,/el-mundo-del-ahumado,(direct),20201118,5,3,4,3,0.75,3,100.0,0
569,/el-mundo-del-ahumado,(direct),20201119,3,2,3,1,0.6666666666666666,2,100.0,0
570,/el-mundo-del-ahumado,(direct),20201120,6,3,5,3,0.6,3,100.0,0
571,/el-mundo-del-ahumado,google,20201112,11,4,9,4,0.4444444444444444,3,75.0,8107
572,/el-mundo-del-ahumado,google,20201113,5,2,5,1,0.4,2,100.0,0
573,/el-mundo-del-ahumado,google,20201114,7,5,7,5,0.7142857142857143,5,100.0,0
574,/el-mundo-del-ahumado,google,20201115,12,8,11,5,0.7272727272727273,7,87.5,0
575,/el-mundo-del-ahumado,google,20201116,21,6,13,3,0.46153846153846156,3,50.0,0
576,/el-mundo-del-ahumado,google,20201117,17,10,13,8,0.7692307692307693,3,30.0,0
